run,baseline_elim,baseline_notelim,openssl_elim,openssl_notelim,add_elim,add_notelim,double_elim,double_notelim,mul_elim,mul_notelim,ad_elim,ad_notelim
0545,8571309,25070019,10740419,22903282,12270194,21371746,12824872,20816572,13358023,20283245,12268596,21373273
0546,8571606,25070001,10734683,22909076,12265740,21376249,12826113,20816023,13385049,20256508,12261634,21380584
0547,8571526,25070005,10768024,22875615,12256241,21385343,12822671,20818924,13355197,20285907,12263155,21378859
0548,8571930,25070045,10772469,22871358,12260822,21381404,12819271,20822837,13381388,20259634,12272784,21369067
0549,8571808,25069998,10714374,22929183,12262544,21379593,12823581,20818020,13386731,20254751,12264223,21377891
0550,8571827,25070122,10742448,22901294,12262657,21379088,12805097,20837054,13384339,20256677,12269713,21372363
0551,8571416,25070207,10723248,22920559,12261315,21380653,12826630,20815225,13378355,20262898,12260546,21381400
0552,8571363,25069969,10751470,22891782,12265485,21376218,12821982,20819841,13381745,20259225,12266284,21375967
0553,8571745,25069964,10733202,22910590,12256738,21385079,12821778,20820453,13385166,20255885,12261173,21381132
0554,8571485,25069968,10744613,22898532,12264553,21377124,12821580,20820398,13386895,20254824,12257501,21384441
0555,8571450,25070081,10729709,22913500,12267279,21374549,12817848,20823950,13381381,20259627,12265441,21376618
0556,8571378,25070146,10717352,22925742,12270265,21372173,12820954,20820880,13385361,20255814,12259399,21382654
0557,8571749,25070065,10719384,22923858,12263486,21378705,12818215,20823931,13385878,20255530,12263415,21378264
0558,8571576,25070037,10734947,22908246,12266270,21375871,12824507,20817065,13389192,20252237,12273596,21368634
0559,8571777,25070149,10725505,22917651,12267059,21374773,12825804,20816163,13382322,20259053,12263401,21378706
0560,8571725,25070080,10765378,22877674,12269932,21372460,12819421,20822393,13387484,20254019,12263628,21378300
0561,8571358,25069971,10723818,22919908,12261827,21380053,12821011,20820651,13377967,20263258,12263212,21378993
0562,8571866,25070006,10734017,22909599,12266053,21375982,12825638,20816170,13384934,20256527,12265404,21376139
0563,8571499,25070120,10718648,22924461,12263355,21378758,12815568,20826129,13383132,20258070,12264370,21377505
0564,8571600,25070016,10724121,22919969,12251458,21391007,12822285,20819698,13386664,20254945,12260012,21381978
0565,8571913,25070039,10716852,22926147,12264459,21377509,12823913,20818382,13384410,20257016,12268403,21373448
0566,8571039,25070178,10726799,22916840,12257835,21384418,12819638,20822891,13375361,20265650,12269418,21372717
0567,8571145,25070168,10764897,22878599,12258564,21383632,12817991,20824003,13384506,20256855,12265823,21376088
0568,8571692,25070021,10780431,22863095,12259568,21382406,12818103,20824066,13370798,20270391,12265170,21376646
0569,8571319,25070158,10708317,22935198,12266934,21374857,12824843,20816830,13385760,20255581,12270307,21371849
0570,8571566,25070073,10723806,22919666,12263477,21378833,12813823,20827937,13385314,20256028,12268359,21373879
0571,8571753,25070000,10794320,22848742,12263329,21378186,12825587,20815960,13379548,20261603,12271401,21370714
0572,8571232,25070005,10749139,22894028,12266556,21375760,12820179,20821741,13386878,20254831,12264474,21377503
0573,8571682,25069923,10735423,22908196,12265423,21376491,12825797,20816277,13379427,20261552,12265871,21376603
0574,8571610,25070107,10736204,22907370,12256388,21385241,12820958,20821043,13383370,20257733,12264202,21378071
0575,8571911,25070083,10676317,22966792,12261704,21380337,12816817,20824842,13370866,20270288,12264546,21377595
0576,8571534,25070092,10772974,22870403,12267048,21374987,12823005,20818976,13382944,20258087,12263777,21378804
0577,8571457,25070296,10738714,22904761,12264559,21377799,12815530,20826694,13383953,20257267,12266136,21375988
0578,8571777,25070019,10717030,22926562,12277301,21364536,12815773,20826042,13383336,20258135,12261479,21380638
0579,8571772,25070126,10762139,22880775,12256307,21385457,12820645,20821325,13354727,20286765,12276275,21365786
0580,8571657,25069977,10717521,22925563,12271925,21370129,12816421,20825185,13384387,20256826,12259748,21382314
0581,8571084,25070025,10716214,22927482,12255649,21385960,12819212,20822488,13388376,20252588,12268989,21372924
0582,8571192,25070254,10796031,22847368,12267781,21374141,12820473,20821261,13388877,20252609,12263925,21378378
0583,8571587,25069895,10748119,22894978,12263679,21378217,12833828,20808054,13385859,20255381,12271570,21370506
0584,8571706,25070133,10746175,22897757,12259042,21382816,12823020,20818774,13350672,20290763,12268325,21373855
0585,8571501,25070099,10785795,22857124,12262326,21380028,12822860,20819097,13379377,20261919,12251439,21390803
0586,8571115,25070140,10783837,22859399,12278665,21363608,12849777,20792233,13384499,20256953,12262673,21379696
0587,8571427,25070205,10753954,22889596,12264745,21377360,12825040,20816954,13387707,20253640,12262844,21379383
0588,8571471,25070187,10730745,22912974,12277729,21364336,12816437,20825014,13378394,20263123,12259562,21382527
0589,8573599,25068332,10723380,22920014,12267725,21373809,12831071,20810881,13384746,20256490,12262297,21379636
0590,8571475,25070171,10791457,22852176,12268508,21373648,12823358,20818457,13368555,20272951,12263854,21377991
0591,8571488,25070217,10735208,22908272,12261532,21380550,12821920,20820071,13371666,20269899,12266219,21375771
0592,8571591,25069958,10756557,22886940,12252744,21389338,12820412,20821421,13382384,20258805,12264154,21377947
0593,8571692,25070224,10762098,22880861,12261216,21380852,12825920,20816139,13385422,20256312,12268920,21373095
0594,8571534,25070149,10785416,22857284,12263647,21378216,12820143,20821782,13383472,20257995,12265476,21376508
0595,8571557,25070252,10793877,22848961,12255535,21386299,12825609,20816609,13385234,20255991,12266110,21375995
0596,8571415,25070148,10708572,22935616,12270540,21371324,12815715,20825978,13383428,20257785,12262021,21380071
0597,8571427,25070140,10732744,22910215,12266504,21375600,12825923,20815995,13379968,20261166,12269543,21372920
0598,8571342,25070209,10772004,22871148,12264101,21378314,12820965,20820843,13385227,20256187,12261545,21380555
0599,8571377,25070158,10735072,22908485,12264138,21378059,12831313,20810574,13385629,20256026,12266232,21375899
0600,8571378,25070092,10684068,22959467,12271725,21370309,12829906,20811709,13384047,20257223,12264728,21377389
0601,8571685,25070061,10760691,22882660,12259740,21382271,12818711,20823095,13363518,20277533,12272574,21369545
0602,8571505,25070173,10716791,22926862,12263369,21378649,12825179,20816446,13384440,20256982,12249762,21392239
0603,8571681,25069973,10742720,22900299,12267875,21373871,12823703,20818250,13386712,20254685,12265543,21376720
0604,8571565,25070111,10724760,22918221,12274750,21367349,12825867,20816038,13381818,20259619,12265859,21376052
0605,8571671,25070019,10791719,22852492,12267352,21374439,12816267,20825610,13384413,20257027,12263623,21378555
0606,8571245,25070198,10752651,22890643,12260235,21381506,12821212,20820995,13379402,20261595,12266532,21375916
0607,8571166,25070053,10701391,22942120,12270180,21371815,12818326,20824135,13387557,20253182,12269556,21372065
0608,8571363,25069953,10713390,22929363,12265194,21377402,12816324,20825737,13382121,20259051,12263447,21378367
0609,8571617,25070020,10742674,22900316,12274687,21367626,12826262,20815687,13387561,20253925,12267215,21375235
0610,8571476,25070061,10755340,22887977,12261397,21381108,12822668,20819062,13377650,20263972,12263096,21378319
0611,8571747,25070156,10769338,22874327,12265104,21377377,12823577,20817926,13379616,20261503,12265488,21376754
0612,8571423,25069945,10769783,22873473,12268451,21373754,12817660,20824129,13387023,20254346,12246606,21395442
0613,8571535,25070055,10729686,22913857,12268352,21373693,12818389,20823650,13365476,20275830,12259700,21382411
0614,8571386,25070053,10713659,22929863,12267820,21374210,12818016,20824175,13385864,20255421,12268103,21373946
0615,8571419,25070134,10736611,22907131,12268971,21372969,12826395,20815370,13383905,20256976,12257306,21384660
0616,8571500,25070164,10740938,22902590,12259726,21382538,12825300,20816386,13384995,20256365,12271296,21370674
0617,8571829,25070059,10802047,22841413,12270810,21371396,12821453,20820268,13383774,20257484,12258682,21383361
0618,8571594,25070035,10733753,22909794,12268619,21373527,12827608,20814225,13380873,20260375,12267954,21373848
0619,8571645,25070013,10730622,22912731,12261625,21380748,12834601,20806820,13380564,20260077,12267359,21374690
0620,8571438,25070081,10785396,22858000,12270647,21371374,12830743,20811068,13361860,20279559,12270873,21371243
0621,8571463,25070198,10776615,22866594,12268962,21373139,12818146,20823969,13382152,20259004,12271156,21370955
0622,8571671,25070090,10736172,22907325,12260205,21382170,12825143,20816880,13384002,20257349,12265187,21376722
0623,8571190,25070102,10760137,22883004,12265959,21375961,12819533,20822214,13385338,20256090,12263457,21378564
0624,8571573,25070099,10748611,22894900,12262785,21379231,12821194,20820760,13390677,20250578,12270195,21371893
0625,8571317,25070238,10728348,22915278,12264737,21376753,12822298,20819155,13387105,20254020,12260113,21381969
0626,8571901,25070019,10715469,22927788,12273343,21368781,12823810,20818100,13381047,20260396,12263560,21378538
0627,8571658,25070106,10771979,22871751,12273256,21368774,12821188,20820916,13385108,20256275,12266262,21375785
0628,8571499,25070082,10729457,22914109,12266146,21375971,12827076,20814343,13386723,20254840,12262003,21379640
0629,8571380,25070221,10770055,22873403,12262577,21379265,12815972,20828448,13386390,20255062,12264187,21377909
0630,8571450,25070231,10764466,22878808,12260976,21380838,12823660,20818212,13390997,20250245,12242608,21399583
0631,8570884,25070144,10721158,22922516,12266247,21375701,12826550,20815506,13370938,20270276,12267057,21374947
0632,8571414,25070128,10752070,22891082,12259791,21382590,12828674,20813260,13382035,20259511,12268630,21373566
0633,8571821,25070155,10702324,22941372,12268082,21373790,12833638,20808623,13382006,20259578,12269060,21372790
0634,8571576,25069946,10738268,22905273,12298989,21343631,12823236,20818377,13379954,20261376,12263788,21378660
0635,8571522,25070167,10720341,22923037,12272482,21369486,12821617,20820206,13386115,20255275,12264332,21377864
